id,IMD18,Employment,Incom,Crime,Housing,Health,Education,Access,,,,,,,,,
7601657,3,3,3,5,7,2,3,4,,,,,,,,,
7601658,6,6,5,9,8,5,3,4,,,,,,,,,
7601659,8,7,8,7,9,8,7,5,,,,,,,,,
7601660,9,8,9,5,10,9,8,4,,,,,,,,,
7601661,1,2,1,1,4,1,4,5,,,,,,,,,
7601663,6,5,4,10,8,5,6,5,,,,,,,,,
7601664,7,4,7,10,9,6,7,3,,,,,,,,,
7601665,5,6,6,6,5,7,4,3,,,,,,,,,
7601666,5,6,4,4,8,5,5,4,,,,,,,,,
7601667,10,10,10,10,10,10,10,1,,,,,,,,,
7601668,10,10,10,10,10,9,10,1,,,,,,,,,
7601669,5,3,6,6,7,7,5,6,,,,,,,,,
7601670,5,6,5,5,5,5,7,7,,,,,,,,,
7601671,4,4,5,3,5,4,6,6,,,,,,,,,
7601672,9,7,9,7,10,9,9,3,,,,,,,,,
7601673,3,1,4,2,4,5,4,6,,,,,,,,,
7601674,9,8,9,10,10,7,8,1,,,,,,,,,
7601675,5,3,7,7,9,5,4,4,,,,,,,,,
7601676,7,6,8,6,9,9,6,2,,,,,,,,,
7601677,6,3,8,10,6,5,5,4,,,,,,,,,
7601678,2,2,1,3,6,2,5,5,,,,,,,,,
7601679,1,1,1,6,5,3,2,8,,,,,,,,,
7601680,7,5,7,8,9,7,6,5,,,,,,,,,
7601681,5,2,6,7,8,8,3,4,,,,,,,,,
7601682,3,2,5,3,6,5,2,5,,,,,,,,,
7601683,7,1,9,5,8,7,6,5,,,,,,,,,
7601684,10,9,10,9,10,10,10,3,,,,,,,,,
7601685,10,8,10,7,10,10,9,4,,,,,,,,,
7601687,1,1,2,1,3,5,2,4,,,,,,,,,
7601688,2,1,3,4,5,3,4,8,,,,,,,,,
7601689,2,1,3,7,2,5,5,7,,,,,,,,,
7601690,5,4,6,3,8,5,5,4,,,,,,,,,
7601691,1,1,2,2,1,2,3,7,,,,,,,,,
7601692,3,4,3,4,3,2,4,5,,,,,,,,,
7601693,5,5,7,9,6,5,3,3,,,,,,,,,
7601694,1,1,2,6,4,2,3,7,,,,,,,,,
7601695,4,4,4,6,5,3,5,8,,,,,,,,,
7601696,4,4,5,5,3,5,5,6,,,,,,,,,
7601697,3,3,4,5,4,5,3,3,,,,,,,,,
7601698,5,5,6,4,8,3,6,4,,,,,,,,,
7601699,1,2,1,1,6,1,2,8,,,,,,,,,
7601700,4,3,5,5,8,5,5,4,,,,,,,,,
7601701,3,3,2,2,6,7,4,3,,,,,,,,,
7601702,1,1,3,2,4,1,4,4,,,,,,,,,
7601703,3,1,3,10,2,3,3,7,,,,,,,,,
7601704,3,2,3,2,5,9,2,2,,,,,,,,,
7601705,2,2,4,2,1,5,5,7,,,,,,,,,
7601706,4,4,5,5,7,1,4,2,,,,,,,,,
7601707,3,1,5,6,4,5,4,6,,,,,,,,,
7601708,1,1,3,1,5,1,4,4,,,,,,,,,
7601709,2,2,3,3,4,3,3,5,,,,,,,,,
7601710,5,3,6,10,9,5,2,1,,,,,,,,,
7601711,10,10,10,8,10,10,10,6,,,,,,,,,
7601712,3,2,4,6,8,3,3,3,,,,,,,,,
7601713,3,2,4,1,8,4,5,5,,,,,,,,,
7601714,3,3,2,4,6,6,4,8,,,,,,,,,
7601715,8,8,7,7,8,8,7,3,,,,,,,,,
7601716,4,2,4,4,9,5,3,3,,,,,,,,,
7601717,2,2,3,5,6,1,4,7,,,,,,,,,
7601718,6,5,7,4,7,6,7,6,,,,,,,,,
7601719,10,10,10,8,10,10,10,7,,,,,,,,,
7601720,3,5,3,2,2,5,3,6,,,,,,,,,
7601721,2,4,2,4,4,1,3,3,,,,,,,,,
7601722,10,9,10,8,10,10,9,6,,,,,,,,,
7601723,3,3,4,3,7,1,5,3,,,,,,,,,
7601724,6,2,5,10,7,7,6,8,,,,,,,,,
7601725,2,2,3,4,5,2,2,5,,,,,,,,,
7601726,2,1,3,6,8,2,3,5,,,,,,,,,
7601727,2,4,4,1,5,2,2,4,,,,,,,,,
7601728,10,10,10,9,10,9,10,7,,,,,,,,,
7601729,5,5,3,10,8,3,5,1,,,,,,,,,
7601730,2,3,3,3,5,1,1,5,,,,,,,,,
7601731,3,4,2,5,2,5,4,7,,,,,,,,,
7601733,3,1,5,3,8,4,5,5,,,,,,,,,
7601734,7,5,4,4,4,10,5,6,,,,,,,,,
7601735,6,5,8,9,8,5,3,2,,,,,,,,,
7601736,4,4,5,3,7,3,3,4,,,,,,,,,
7601737,3,4,2,3,5,5,3,5,,,,,,,,,
7601738,2,2,4,2,6,4,2,5,,,,,,,,,
7601739,3,2,4,3,9,3,5,2,,,,,,,,,
7601740,1,1,1,1,3,1,4,6,,,,,,,,,
7601741,2,2,4,4,7,2,3,3,,,,,,,,,
7601742,5,3,6,8,6,7,5,5,,,,,,,,,
7601743,6,7,6,6,5,4,6,9,,,,,,,,,
7601744,2,3,2,2,5,3,4,5,,,,,,,,,
7601745,3,5,5,1,7,2,3,4,,,,,,,,,
7601746,2,1,4,2,4,5,4,5,,,,,,,,,
7601748,10,6,10,10,10,10,10,1,,,,,,,,,
7601749,2,1,3,3,5,5,4,4,,,,,,,,,
7601750,9,10,8,5,9,9,8,6,,,,,,,,,
7601751,3,2,2,10,4,3,5,2,,,,,,,,,
7601753,3,4,5,3,7,2,4,6,,,,,,,,,
7601755,1,2,1,1,3,1,2,6,,,,,,,,,
7601756,1,2,3,4,4,1,2,1,,,,,,,,,
7601757,10,10,10,9,10,10,10,3,,,,,,,,,
7601758,4,3,3,7,3,6,6,8,,,,,,,,,
7601759,4,1,3,2,5,9,4,4,,,,,,,,,
7601761,2,2,4,2,1,2,5,8,,,,,,,,,
7601763,1,1,2,3,4,2,2,3,,,,,,,,,
7601764,9,7,9,9,10,10,10,6,,,,,,,,,
7601765,4,2,5,4,8,7,5,2,,,,,,,,,
7601766,1,2,1,2,3,2,3,2,,,,,,,,,
7601767,3,3,3,3,7,5,4,3,,,,,,,,,
7601768,6,7,6,7,6,5,5,6,,,,,,,,,
7601769,9,8,10,7,10,9,9,6,,,,,,,,,
7601770,1,1,1,2,4,3,3,3,,,,,,,,,
7601771,1,2,1,3,3,1,3,6,,,,,,,,,
7601772,1,2,2,4,4,2,2,5,,,,,,,,,
7601773,1,2,2,2,4,1,2,5,,,,,,,,,
7601774,1,1,3,2,3,2,4,6,,,,,,,,,
7601775,10,9,10,10,10,9,9,3,,,,,,,,,
7601776,5,4,6,3,3,8,6,6,,,,,,,,,
7601777,1,2,2,3,3,1,3,2,,,,,,,,,
7601778,1,2,2,5,4,2,3,5,,,,,,,,,
7601779,3,2,5,1,5,5,3,3,,,,,,,,,
7601780,2,3,2,4,4,3,3,5,,,,,,,,,
7601782,1,1,1,1,2,1,3,6,,,,,,,,,
7601783,3,3,4,2,7,5,3,3,,,,,,,,,
7601784,2,1,2,3,6,4,4,3,,,,,,,,,
7601785,7,6,4,2,8,10,5,2,,,,,,,,,
7601786,4,3,6,7,4,5,5,7,,,,,,,,,
7601787,4,5,5,5,4,3,3,6,,,,,,,,,
7601788,5,4,6,1,8,5,3,7,,,,,,,,,
7601789,1,1,1,3,2,1,1,5,,,,,,,,,
7601790,1,3,2,2,5,1,4,5,,,,,,,,,
7601791,2,3,3,2,5,2,4,1,,,,,,,,,
7601793,10,10,9,10,9,10,10,3,,,,,,,,,
7601794,1,1,3,2,5,1,3,3,,,,,,,,,
7601795,10,10,10,8,10,9,10,5,,,,,,,,,
7601796,2,3,2,4,4,2,4,4,,,,,,,,,
7601797,1,1,1,5,3,2,4,8,,,,,,,,,
7601798,5,5,5,2,2,4,6,5,,,,,,,,,
7601799,2,5,2,4,4,4,2,1,,,,,,,,,
7601800,2,3,3,3,7,2,2,4,,,,,,,,,
7601801,3,4,3,8,4,3,2,8,,,,,,,,,
7601802,4,4,6,4,5,2,7,3,,,,,,,,,
7601803,1,2,1,3,4,2,3,6,,,,,,,,,
7601804,1,2,1,3,4,1,2,3,,,,,,,,,
7601805,5,4,7,2,7,4,4,3,,,,,,,,,
7601806,1,1,2,2,1,1,3,6,,,,,,,,,
7601807,1,3,2,4,1,1,4,9,,,,,,,,,
7601809,2,3,3,1,3,2,4,7,,,,,,,,,
7601810,7,5,6,8,4,10,6,4,,,,,,,,,
7601811,3,2,3,3,5,7,3,1,,,,,,,,,
7601813,2,1,4,7,5,3,2,1,,,,,,,,,
7601814,9,8,10,9,9,10,9,2,,,,,,,,,
7601815,5,5,5,7,6,5,5,3,,,,,,,,,
7601816,2,1,2,8,6,3,3,5,,,,,,,,,
7601817,3,3,3,5,6,6,4,1,,,,,,,,,
7601818,10,10,9,9,10,9,10,7,,,,,,,,,
7601819,10,10,10,8,10,10,10,4,,,,,,,,,
7601820,1,1,2,1,4,3,3,2,,,,,,,,,
7601821,2,1,4,1,1,3,3,7,,,,,,,,,
7601822,1,2,2,3,3,2,4,4,,,,,,,,,
7601823,5,4,4,10,6,5,5,1,,,,,,,,,
7601824,2,3,2,7,4,2,2,4,,,,,,,,,
7601825,4,3,6,6,6,6,4,5,,,,,,,,,
7601826,9,8,9,9,8,10,8,2,,,,,,,,,
7601827,10,10,10,8,10,10,10,3,,,,,,,,,
7601828,3,5,3,1,2,3,4,7,,,,,,,,,
7601829,1,2,1,1,2,1,4,4,,,,,,,,,
7601830,1,1,1,2,1,1,3,5,,,,,,,,,
7601832,9,9,10,10,9,8,8,1,,,,,,,,,
7601833,8,7,8,7,9,8,9,3,,,,,,,,,
7601834,6,7,6,8,7,7,7,1,,,,,,,,,
7601835,7,6,8,7,6,8,8,6,,,,,,,,,
7601836,2,4,1,6,2,3,4,4,,,,,,,,,
7601837,2,3,1,4,1,7,1,1,,,,,,,,,
7601839,1,2,2,4,4,1,1,4,,,,,,,,,
7601840,1,1,1,1,3,5,3,3,,,,,,,,,
7601841,8,7,8,10,9,8,7,1,,,,,,,,,
7601842,1,3,1,2,3,2,1,4,,,,,,,,,
7601843,1,1,2,2,2,1,2,4,,,,,,,,,
7601844,10,10,10,8,9,9,9,1,,,,,,,,,
7601845,9,5,9,10,9,8,9,2,,,,,,,,,
7601846,5,5,5,4,5,7,7,6,,,,,,,,,
7601847,5,4,5,7,5,6,6,3,,,,,,,,,
7601849,2,2,2,2,4,3,5,4,,,,,,,,,
7601850,1,3,2,2,3,3,2,4,,,,,,,,,
7601851,9,8,9,10,9,8,9,1,,,,,,,,,
7601852,1,3,1,2,4,4,2,4,,,,,,,,,
7601853,8,8,8,9,7,7,8,2,,,,,,,,,
7601854,1,1,1,4,2,2,2,5,,,,,,,,,
7601856,10,9,10,9,10,10,10,1,,,,,,,,,
7601857,1,1,1,3,1,1,3,5,,,,,,,,,
7601858,4,5,4,5,7,3,5,9,,,,,,,,,
7601859,9,8,9,9,9,8,9,2,,,,,,,,,
7601860,9,7,9,10,9,9,9,1,,,,,,,,,
7601861,1,1,3,1,3,5,2,7,,,,,,,,,
7601862,1,1,1,2,2,3,3,9,,,,,,,,,
7601863,1,1,1,4,3,1,2,8,,,,,,,,,
7601864,1,2,2,2,1,1,3,6,,,,,,,,,
7601865,2,4,2,2,2,4,2,7,,,,,,,,,
7601866,9,6,10,9,9,8,9,2,,,,,,,,,
7601867,9,9,9,6,9,9,9,3,,,,,,,,,
7601868,4,4,3,4,2,4,6,9,,,,,,,,,
7601869,10,10,10,8,10,10,10,2,,,,,,,,,
7601870,10,9,10,7,9,10,9,3,,,,,,,,,
7601871,7,7,7,7,8,5,7,8,,,,,,,,,
7601872,10,9,10,9,10,10,10,5,,,,,,,,,
7601873,10,10,10,8,10,9,10,3,,,,,,,,,
7601874,10,10,10,9,10,9,10,4,,,,,,,,,
7601875,10,10,10,9,10,9,10,2,,,,,,,,,
7601876,10,10,10,10,10,10,10,4,,,,,,,,,
7601877,10,10,10,8,10,10,10,6,,,,,,,,,
7601878,10,10,10,9,10,9,10,5,,,,,,,,,
7601879,10,10,10,9,10,10,10,6,,,,,,,,,
7601880,5,7,4,4,7,5,4,8,,,,,,,,,
7601881,9,6,9,8,9,9,9,5,,,,,,,,,
7601882,10,10,10,8,10,10,10,5,,,,,,,,,
7601883,10,8,10,8,10,8,10,7,,,,,,,,,
7601884,6,4,6,7,8,5,7,8,,,,,,,,,
7601886,4,6,3,8,3,4,7,7,,,,,,,,,
7601887,5,5,5,9,4,6,4,8,,,,,,,,,
7601888,3,3,3,10,2,3,5,8,,,,,,,,,
7601889,1,2,1,1,1,2,3,9,,,,,,,,,
7601890,2,1,3,3,3,4,4,9,,,,,,,,,
7601891,2,3,2,4,2,4,2,9,,,,,,,,,
7601892,1,1,2,4,3,4,3,9,,,,,,,,,
7601893,3,1,4,2,6,6,4,9,,,,,,,,,
7601894,2,3,2,2,2,2,5,9,,,,,,,,,
7601895,2,1,3,1,3,3,4,9,,,,,,,,,
7601896,2,1,3,2,3,2,5,9,,,,,,,,,
7601897,3,4,4,3,2,4,3,8,,,,,,,,,
7601899,2,3,2,7,5,3,3,9,,,,,,,,,
7601900,6,7,6,8,5,4,6,8,,,,,,,,,
7601901,2,1,3,5,5,1,4,9,,,,,,,,,
7601902,2,1,3,3,2,3,5,9,,,,,,,,,
7601903,7,8,6,7,6,5,4,8,,,,,,,,,
7601904,2,1,2,8,2,3,3,9,,,,,,,,,
7601905,1,2,2,1,1,1,3,9,,,,,,,,,
7601906,6,7,6,4,8,5,7,8,,,,,,,,,
7601907,5,7,4,8,6,2,4,8,,,,,,,,,
7601908,4,3,5,8,7,3,5,8,,,,,,,,,
7601909,2,2,2,5,3,4,4,9,,,,,,,,,
7601910,3,3,5,4,4,2,4,9,,,,,,,,,
7601911,6,9,6,6,5,2,4,8,,,,,,,,,
7601912,1,1,2,2,3,3,4,9,,,,,,,,,
7601913,5,6,7,8,5,2,3,9,,,,,,,,,
7601914,8,9,8,8,7,5,6,8,,,,,,,,,
7601915,3,2,3,3,2,4,6,10,,,,,,,,,
7601916,6,7,7,4,7,2,5,9,,,,,,,,,
7601917,5,7,6,6,4,3,4,9,,,,,,,,,
7601918,6,6,6,7,8,4,6,9,,,,,,,,,
7601919,3,3,4,4,3,3,5,10,,,,,,,,,
7601920,3,3,4,3,3,5,6,10,,,,,,,,,
7601921,5,7,5,2,6,1,7,10,,,,,,,,,
7601922,6,3,6,8,5,6,8,10,,,,,,,,,
7601923,9,10,7,7,8,3,8,10,,,,,,,,,
7601924,4,3,3,3,9,9,2,2,,,,,,,,,
7601925,2,1,2,10,1,3,2,7,,,,,,,,,
7601926,2,1,2,10,1,1,3,7,,,,,,,,,
7601927,2,2,1,10,1,1,2,6,,,,,,,,,
7601928,2,1,3,10,2,3,2,5,,,,,,,,,
7601929,4,2,5,10,2,7,1,6,,,,,,,,,
7601930,1,1,2,8,1,2,3,5,,,,,,,,,
7601931,2,2,2,10,2,4,1,8,,,,,,,,,
7601932,2,2,1,10,1,1,2,7,,,,,,,,,
7601933,2,1,1,10,2,1,3,6,,,,,,,,,
7601934,3,1,1,10,1,8,1,8,,,,,,,,,
7601935,1,1,2,6,2,3,1,8,,,,,,,,,
7601936,2,2,3,8,5,3,3,8,,,,,,,,,
7601937,4,2,3,9,2,7,4,8,,,,,,,,,
7601938,3,2,3,10,2,3,4,8,,,,,,,,,
7601939,2,3,1,10,1,3,1,7,,,,,,,,,
7601940,2,2,5,1,4,1,2,5,,,,,,,,,
7601941,2,2,3,1,4,3,3,4,,,,,,,,,
7601942,3,5,3,1,5,3,5,5,,,,,,,,,
7601943,2,2,3,1,4,2,4,5,,,,,,,,,
7601944,3,4,4,1,3,3,5,5,,,,,,,,,
7601945,4,3,5,1,5,5,5,4,,,,,,,,,
7601946,4,4,3,10,3,3,3,6,,,,,,,,,
7601947,5,4,4,10,7,6,5,7,,,,,,,,,
7601948,4,1,3,1,2,10,1,6,,,,,,,,,
7601950,4,3,5,10,3,3,3,7,,,,,,,,,
7601951,4,3,6,1,7,1,3,5,,,,,,,,,
7601952,3,3,3,1,4,6,3,6,,,,,,,,,
7601953,1,2,3,1,3,3,4,6,,,,,,,,,
7601954,2,4,3,1,3,3,4,7,,,,,,,,,
7601955,3,5,2,2,1,7,2,7,,,,,,,,,
7601956,4,4,4,7,4,6,5,4,,,,,,,,,
7601957,2,2,2,8,1,3,2,8,,,,,,,,,
7601958,2,1,1,1,1,7,4,8,,,,,,,,,
7601959,9,8,9,10,8,9,8,5,,,,,,,,,
7601960,6,3,5,10,7,7,3,6,,,,,,,,,
7601961,6,6,6,10,5,6,5,7,,,,,,,,,
7601962,2,1,1,9,1,3,4,9,,,,,,,,,
7601963,1,3,1,1,1,1,1,9,,,,,,,,,
7601964,1,1,1,1,1,1,4,9,,,,,,,,,
7601965,1,2,1,9,1,4,1,9,,,,,,,,,
7601966,3,5,2,4,3,5,3,8,,,,,,,,,
7601967,1,1,2,1,2,4,1,8,,,,,,,,,
7601968,2,4,2,1,2,3,3,7,,,,,,,,,
7601969,1,1,1,1,1,1,3,8,,,,,,,,,
7601970,8,8,8,1,8,6,7,5,,,,,,,,,
7601971,5,4,6,1,6,6,5,4,,,,,,,,,
7601972,5,5,6,1,7,4,5,4,,,,,,,,,
7601974,4,4,4,10,6,2,1,3,,,,,,,,,
7601975,4,3,4,10,6,3,2,7,,,,,,,,,
7601976,5,3,1,1,1,10,6,8,,,,,,,,,
7601977,2,1,1,1,1,5,7,8,,,,,,,,,
7601978,1,2,1,1,2,1,2,8,,,,,,,,,
7601979,2,1,2,9,4,2,2,9,,,,,,,,,
7601981,2,3,1,10,1,2,4,7,,,,,,,,,
7601982,4,5,4,4,3,6,5,8,,,,,,,,,
7601983,1,1,2,4,1,4,2,8,,,,,,,,,
7601984,4,1,4,9,2,5,6,8,,,,,,,,,
7601985,4,1,5,7,4,2,8,7,,,,,,,,,
7601986,1,2,1,1,1,1,3,7,,,,,,,,,
7601987,2,1,1,1,1,9,3,8,,,,,,,,,
7601988,5,5,5,10,7,5,4,6,,,,,,,,,
7601989,7,6,7,10,8,7,7,4,,,,,,,,,
7601991,4,4,2,1,10,3,2,1,,,,,,,,,
7601992,3,3,2,1,10,6,1,1,,,,,,,,,
7601993,4,4,2,8,9,4,2,1,,,,,,,,,
7601994,2,3,2,1,9,3,1,1,,,,,,,,,
7601995,1,1,1,10,3,2,1,4,,,,,,,,,
7601996,1,3,1,9,2,1,1,6,,,,,,,,,
7601997,8,5,3,10,9,7,10,6,,,,,,,,,
7601998,9,8,9,9,10,9,8,8,,,,,,,,,
7601999,10,9,10,7,10,10,10,1,,,,,,,,,
7602000,6,2,7,10,4,9,6,2,,,,,,,,,
7602001,2,2,2,8,1,5,1,8,,,,,,,,,
7602002,2,4,3,5,2,2,3,8,,,,,,,,,
7602003,1,2,1,1,4,2,2,7,,,,,,,,,
7602004,10,9,10,10,10,10,7,3,,,,,,,,,
7602005,9,9,8,9,9,9,8,4,,,,,,,,,
7602006,4,1,3,4,2,10,1,6,,,,,,,,,
7602007,6,6,1,10,2,9,6,2,,,,,,,,,
7602008,9,8,8,10,8,10,3,6,,,,,,,,,
7602009,7,6,7,10,8,4,7,5,,,,,,,,,
7602010,1,1,2,1,4,1,1,7,,,,,,,,,
7602011,4,3,4,7,3,2,7,9,,,,,,,,,
7602012,3,4,3,8,1,2,4,9,,,,,,,,,
7602013,2,2,1,7,8,4,1,1,,,,,,,,,
7602014,6,7,3,10,10,2,1,3,,,,,,,,,
7602015,8,9,5,10,9,6,3,1,,,,,,,,,
7602016,1,3,1,2,1,1,3,8,,,,,,,,,
7602017,3,1,1,1,1,10,4,4,,,,,,,,,
7602018,1,2,1,1,2,1,3,4,,,,,,,,,
7602019,8,8,8,5,5,10,4,7,,,,,,,,,
7602020,3,3,3,9,2,2,3,8,,,,,,,,,
7602021,2,2,4,7,1,4,3,7,,,,,,,,,
7602022,6,5,6,5,5,7,5,8,,,,,,,,,
7602023,9,8,10,7,9,8,8,8,,,,,,,,,
7602024,2,2,4,1,2,5,2,7,,,,,,,,,
7602025,4,3,5,2,2,5,5,7,,,,,,,,,
7602026,5,7,5,7,2,3,6,7,,,,,,,,,
7602027,4,1,7,9,2,5,3,6,,,,,,,,,
7602028,9,8,9,3,9,10,7,1,,,,,,,,,
7602029,6,6,6,4,8,7,5,2,,,,,,,,,
7602030,8,8,9,8,8,5,8,3,,,,,,,,,
7602031,10,8,10,7,10,9,10,5,,,,,,,,,
7602032,8,8,7,10,8,6,8,6,,,,,,,,,
7602033,4,5,4,9,2,1,4,7,,,,,,,,,
7602034,5,6,3,1,1,4,9,9,,,,,,,,,
7602035,1,2,1,3,1,2,2,9,,,,,,,,,
7602036,6,4,7,8,5,7,7,2,,,,,,,,,
7602037,6,6,6,4,6,5,9,4,,,,,,,,,
7602038,8,8,8,10,8,7,7,1,,,,,,,,,
7602039,7,5,8,10,7,6,9,8,,,,,,,,,
7602040,8,9,7,4,9,8,6,6,,,,,,,,,
7602041,7,6,8,9,9,7,6,6,,,,,,,,,
7602042,3,3,3,4,5,4,3,5,,,,,,,,,
7602043,5,4,6,1,8,5,7,5,,,,,,,,,
7602044,8,8,8,5,8,7,8,4,,,,,,,,,
7602045,7,4,8,4,8,8,8,6,,,,,,,,,
7602046,2,4,1,3,1,2,4,9,,,,,,,,,
7602047,3,5,2,3,3,2,4,10,,,,,,,,,
7602048,2,3,3,2,5,1,2,5,,,,,,,,,
7602049,6,6,1,1,5,10,6,3,,,,,,,,,
7602050,1,1,2,7,5,1,1,1,,,,,,,,,
7602051,3,4,2,10,6,3,2,1,,,,,,,,,
7602052,3,1,5,3,4,5,5,7,,,,,,,,,
7602053,8,7,9,7,9,8,7,6,,,,,,,,,
7602054,7,6,8,6,9,8,4,2,,,,,,,,,
7602055,7,5,8,9,10,8,6,1,,,,,,,,,
7602056,4,1,6,1,8,6,3,2,,,,,,,,,
7602057,3,1,4,2,8,5,3,2,,,,,,,,,
7602058,10,10,9,9,10,10,8,5,,,,,,,,,
7602059,9,7,9,8,10,10,10,4,,,,,,,,,
7602060,8,6,8,10,9,8,4,1,,,,,,,,,
7602061,8,8,8,10,9,5,4,1,,,,,,,,,
7602062,1,2,3,1,2,2,2,8,,,,,,,,,
7602063,4,5,5,7,2,6,4,8,,,,,,,,,
7602064,6,3,6,5,6,10,2,4,,,,,,,,,
7602065,3,2,5,2,6,5,3,4,,,,,,,,,
7602066,10,9,10,9,10,10,7,5,,,,,,,,,
7602067,8,7,8,6,9,8,6,3,,,,,,,,,
7602068,2,1,4,3,3,6,4,4,,,,,,,,,
7602069,7,7,3,1,3,10,7,5,,,,,,,,,
7602070,3,5,3,2,8,4,1,1,,,,,,,,,
7602071,4,3,1,9,9,6,1,1,,,,,,,,,
7602073,10,10,10,10,10,10,9,1,,,,,,,,,
7602074,8,8,8,9,9,9,6,1,,,,,,,,,
7602075,8,7,9,3,10,9,7,5,,,,,,,,,
7602076,7,5,8,7,8,9,6,4,,,,,,,,,
7602077,2,4,3,2,2,5,3,8,,,,,,,,,
7602078,1,2,1,2,4,3,2,6,,,,,,,,,
7602079,2,2,3,2,4,1,4,9,,,,,,,,,
7602080,1,1,3,4,1,3,2,9,,,,,,,,,
7602081,6,8,4,7,9,5,3,1,,,,,,,,,
7602082,4,3,3,10,10,1,3,1,,,,,,,,,
7602083,8,8,8,8,7,8,9,2,,,,,,,,,
7602084,8,3,8,10,8,8,8,1,,,,,,,,,
